Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Gunnar Henderson,BAL,0.283,14,53,0.351,0.466,16,0.351,127,0.346,0.183,0.223,0.09
Masyn Winn,STL,0.265,8,43,0.32,0.384,7,0.31,100,0.309,0.119,0.175,0.068
Junior Caminero,TBR,0.261,35,85,0.301,0.536,5,0.352,127,0.258,0.275,0.204,0.055
Cody Bellinger,NYY,0.267,22,69,0.322,0.485,10,0.344,122,0.265,0.219,0.131,0.077
Alejandro Kirk,TOR,0.296,8,52,0.355,0.403,1,0.332,113,0.31,0.107,0.099,0.086
Matt Olson,ATL,0.265,19,71,0.367,0.454,0,0.358,130,0.325,0.189,0.237,0.138
Randy Arozarena,SEA,0.247,23,58,0.347,0.456,24,0.349,131,0.301,0.209,0.261,0.09699999999999999
Sal Frelick,MIL,0.298,9,47,0.361,0.416,18,0.342,121,0.327,0.118,0.128,0.075
Andy Pages,LAD,0.277,19,69,0.321,0.456,12,0.335,115,0.314,0.179,0.20800000000000002,0.05
William Contreras,MIL,0.262,12,59,0.36,0.396,5,0.333,115,0.302,0.134,0.17800000000000002,0.133
James Wood,WSN,0.259,25,78,0.357,0.48,15,0.358,130,0.337,0.221,0.298,0.128
Corey Seager,TEX,0.258,17,43,0.364,0.457,3,0.35,126,0.289,0.199,0.20199999999999999,0.134
Xander Bogaerts,SDP,0.265,10,43,0.334,0.396,19,0.318,107,0.298,0.13,0.157,0.096
Nico Hoerner,CHC,0.292,4,47,0.339,0.375,22,0.315,104,0.309,0.083,0.075,0.055999999999999994
Pete Alonso,NYM,0.269,28,99,0.352,0.522,1,0.371,143,0.298,0.253,0.223,0.095
CJ Abrams,WSN,0.266,16,48,0.33,0.461,26,0.341,119,0.295,0.194,0.172,0.063
Jarren Duran,BOS,0.261,12,65,0.333,0.45,19,0.339,113,0.331,0.189,0.23800000000000002,0.08199999999999999
Matt Chapman,SFG,0.229,16,44,0.337,0.423,7,0.335,118,0.274,0.194,0.248,0.129
Ceddanne Rafaela,BOS,0.257,14,52,0.298,0.433,18,0.315,97,0.292,0.176,0.19399999999999998,0.046
Eugenio Suarez,- - -,0.235,37,93,0.306,0.535,3,0.354,128,0.243,0.301,0.27699999999999997,0.065
Taylor Ward,LAA,0.236,29,90,0.317,0.493,3,0.345,121,0.268,0.258,0.271,0.106
Zach Neto,LAA,0.269,20,52,0.326,0.482,21,0.344,120,0.323,0.213,0.252,0.06
Bo Bichette,TOR,0.294,16,79,0.336,0.462,4,0.343,121,0.322,0.168,0.14800000000000002,0.055
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,117,0.315,0.198,0.201,0.047
Hunter Goodman,COL,0.277,25,69,0.326,0.532,1,0.366,123,0.328,0.255,0.264,0.062
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Zach McKinstry,DET,0.26,10,40,0.337,0.438,17,0.335,115,0.318,0.177,0.222,0.098
Xavier Edwards,MIA,0.306,2,34,0.365,0.385,23,0.331,110,0.354,0.078,0.133,0.083
Steven Kwan,CLE,0.277,10,40,0.337,0.394,12,0.321,106,0.285,0.118,0.08800000000000001,0.08199999999999999
George Springer,TOR,0.291,18,57,0.383,0.506,12,0.383,148,0.323,0.215,0.18600000000000003,0.125
Riley Greene,DET,0.267,28,89,0.314,0.508,1,0.35,125,0.343,0.241,0.318,0.062
Wilyer Abreu,BOS,0.252,21,67,0.326,0.481,6,0.342,115,0.28,0.229,0.235,0.10099999999999999
Brandon Nimmo,NYM,0.251,20,67,0.321,0.438,12,0.329,115,0.285,0.187,0.218,0.083
Brice Turang,MIL,0.277,12,57,0.342,0.41,21,0.329,112,0.34,0.133,0.222,0.092
Ernie Clement,TOR,0.282,9,39,0.316,0.409,3,0.314,101,0.3,0.127,0.111,0.046
Ryan O'Hearn,- - -,0.274,14,47,0.37,0.451,3,0.356,130,0.305,0.177,0.17600000000000002,0.121
TJ Friedl,CIN,0.271,10,39,0.372,0.391,11,0.341,115,0.315,0.12,0.168,0.113
Brent Rooker,ATH,0.273,24,70,0.346,0.495,5,0.36,130,0.316,0.222,0.21899999999999997,0.09300000000000001
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,120,0.319,0.127,0.078,0.053
Wyatt Langford,TEX,0.237,16,48,0.324,0.409,16,0.319,105,0.297,0.172,0.271,0.111
Willy Adames,SFG,0.223,19,62,0.309,0.398,5,0.309,100,0.27,0.175,0.261,0.10800000000000001
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,145,0.409,0.162,0.249,0.098
Michael Busch,CHC,0.263,24,68,0.346,0.508,4,0.366,139,0.302,0.245,0.244,0.092
Bryce Harper,PHI,0.258,19,53,0.356,0.497,10,0.365,134,0.291,0.239,0.213,0.121
Freddie Freeman,LAD,0.299,14,66,0.371,0.478,3,0.364,135,0.367,0.179,0.22699999999999998,0.099
Rafael Devers,- - -,0.255,23,81,0.377,0.466,1,0.363,133,0.316,0.211,0.258,0.155
Christian Yelich,MIL,0.272,25,86,0.349,0.476,15,0.356,131,0.332,0.204,0.265,0.096
Gleyber Torres,DET,0.264,13,58,0.36,0.406,4,0.339,117,0.284,0.142,0.14300000000000002,0.126
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,113,0.307,0.123,0.132,0.084
Willson Contreras,STL,0.255,16,65,0.344,0.443,4,0.343,123,0.316,0.187,0.24600000000000002,0.083
Trevor Story,BOS,0.258,18,76,0.303,0.419,21,0.314,96,0.333,0.162,0.28800000000000003,0.051
J.P. Crawford,SEA,0.263,9,44,0.355,0.362,7,0.322,112,0.316,0.099,0.184,0.11800000000000001
Dansby Swanson,CHC,0.251,18,55,0.297,0.411,10,0.306,97,0.314,0.16,0.27399999999999997,0.065
Seiya Suzuki,CHC,0.249,27,85,0.319,0.502,3,0.349,126,0.286,0.253,0.261,0.09699999999999999
Josh Naylor,- - -,0.292,15,69,0.359,0.459,22,0.352,127,0.313,0.167,0.13699999999999998,0.09
Spencer Torkelson,DET,0.241,26,66,0.333,0.48,2,0.347,123,0.271,0.239,0.247,0.105
Jose Altuve,HOU,0.281,21,63,0.345,0.465,8,0.348,124,0.297,0.184,0.157,0.08900000000000001
Trent Grisham,NYY,0.242,21,46,0.347,0.451,1,0.349,125,0.263,0.208,0.21100000000000002,0.133
Jake Cronenworth,SDP,0.247,9,43,0.361,0.391,2,0.336,119,0.294,0.144,0.201,0.124
Jackson Merrill,SDP,0.265,9,51,0.322,0.42,1,0.321,109,0.317,0.155,0.21100000000000002,0.07400000000000001
Tyler Soderstrom,ATH,0.264,22,72,0.335,0.47,6,0.348,121,0.304,0.207,0.22699999999999998,0.08800000000000001
Jung Hoo Lee,SFG,0.257,6,46,0.323,0.407,9,0.318,106,0.277,0.149,0.106,0.081
Ryan McMahon,- - -,0.222,16,41,0.324,0.393,2,0.317,91,0.302,0.17,0.311,0.128
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Otto Lopez,MIA,0.241,11,56,0.311,0.364,11,0.298,88,0.262,0.123,0.145,0.086
Victor Scott II,STL,0.222,5,34,0.31,0.311,31,0.282,81,0.294,0.089,0.248,0.09300000000000001
Yandy Diaz,TBR,0.281,20,69,0.343,0.463,3,0.347,123,0.296,0.182,0.146,0.078
Josh Smith,TEX,0.265,9,30,0.339,0.398,9,0.324,108,0.305,0.134,0.16699999999999998,0.08900000000000001
J.T. Realmuto,PHI,0.269,7,39,0.324,0.386,6,0.312,97,0.343,0.117,0.23199999999999998,0.065
Marcus Semien,TEX,0.223,14,59,0.299,0.353,11,0.289,84,0.243,0.13,0.175,0.09300000000000001
Ben Rice,NYY,0.235,17,38,0.327,0.458,3,0.341,119,0.254,0.223,0.19899999999999998,0.098
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Lawrence Butler,ATH,0.232,16,47,0.305,0.408,17,0.312,96,0.303,0.176,0.28600000000000003,0.095
Bryson Stott,PHI,0.241,7,47,0.315,0.353,19,0.297,87,0.279,0.112,0.17300000000000001,0.09699999999999999
Brandon Lowe,TBR,0.272,24,60,0.32,0.497,3,0.348,124,0.31,0.225,0.251,0.066
Marcell Ozuna,ATL,0.238,20,59,0.367,0.426,0,0.349,124,0.27,0.188,0.22399999999999998,0.168
Ryan Jeffers,MIN,0.262,8,41,0.352,0.401,0,0.333,113,0.317,0.139,0.198,0.10300000000000001
Carlos Correa,- - -,0.276,9,38,0.329,0.401,0,0.321,105,0.323,0.125,0.183,0.075
Mookie Betts,LAD,0.243,12,56,0.311,0.367,8,0.298,90,0.249,0.125,0.109,0.08900000000000001
Mike Trout,LAA,0.236,20,52,0.367,0.452,2,0.35,124,0.302,0.215,0.303,0.163
Lenyn Sosa,CHW,0.273,15,49,0.301,0.44,2,0.32,104,0.318,0.167,0.22,0.033
Jordan Beck,COL,0.276,14,43,0.341,0.456,14,0.346,109,0.364,0.18,0.27699999999999997,0.08199999999999999
Joey Ortiz,MIL,0.234,7,42,0.286,0.333,11,0.275,75,0.263,0.1,0.15,0.06
Kyle Manzardo,CLE,0.24,21,54,0.325,0.481,1,0.345,123,0.271,0.24,0.257,0.10099999999999999
Alec Bohm,PHI,0.278,8,42,0.324,0.391,2,0.313,98,0.314,0.113,0.162,0.057
Alec Burleson,STL,0.279,15,54,0.333,0.446,5,0.337,118,0.293,0.167,0.13699999999999998,0.076
Jorge Polanco,SEA,0.245,18,53,0.312,0.441,5,0.325,114,0.245,0.196,0.15,0.083
Nolan Schanuel,LAA,0.263,10,49,0.351,0.383,5,0.324,106,0.286,0.12,0.127,0.10400000000000001
Lars Nootbaar,STL,0.23,13,41,0.325,0.386,4,0.314,102,0.271,0.156,0.221,0.114
Anthony Volpe,NYY,0.217,18,65,0.286,0.418,15,0.304,94,0.246,0.201,0.231,0.083
Mike Yastrzemski,- - -,0.224,10,33,0.324,0.361,6,0.302,95,0.275,0.137,0.228,0.127
Heliot Ramos,SFG,0.267,14,52,0.34,0.406,6,0.327,113,0.328,0.139,0.231,0.079
Cedric Mullins,- - -,0.223,16,53,0.299,0.417,16,0.311,99,0.255,0.194,0.24100000000000002,0.095
Ian Happ,CHC,0.226,16,55,0.323,0.385,5,0.313,102,0.265,0.159,0.22399999999999998,0.125
Cam Smith,HOU,0.251,7,48,0.32,0.372,5,0.306,95,0.341,0.12,0.27399999999999997,0.08
Matt McLain,CIN,0.224,11,39,0.304,0.339,16,0.288,78,0.292,0.115,0.27,0.09300000000000001
Paul Goldschmidt,NYY,0.276,10,40,0.331,0.422,5,0.325,108,0.327,0.146,0.191,0.071
Michael Harris II,ATL,0.252,13,61,0.273,0.408,14,0.291,84,0.288,0.156,0.196,0.027000000000000003
Vinnie Pasquantino,KCR,0.26,22,80,0.32,0.448,1,0.33,108,0.27,0.189,0.156,0.07200000000000001
Jesus Sanchez,- - -,0.247,10,37,0.31,0.403,9,0.31,97,0.289,0.156,0.20199999999999999,0.08
Miguel Vargas,CHW,0.228,13,44,0.306,0.397,4,0.308,96,0.249,0.169,0.166,0.091
Ty France,- - -,0.259,6,46,0.328,0.368,1,0.31,98,0.302,0.109,0.16399999999999998,0.047
Luis Robert Jr.,CHW,0.218,12,47,0.298,0.353,31,0.287,81,0.276,0.135,0.27,0.098
Ke'Bryan Hayes,- - -,0.233,3,39,0.277,0.291,10,0.254,57,0.287,0.058,0.19399999999999998,0.048
Salvador Perez,KCR,0.246,22,69,0.291,0.455,0,0.318,99,0.268,0.209,0.201,0.043
Gavin Sheets,SDP,0.25,15,54,0.313,0.423,2,0.319,108,0.278,0.173,0.19699999999999998,0.08
Ozzie Albies,ATL,0.227,10,47,0.3,0.33,11,0.282,78,0.253,0.104,0.157,0.08900000000000001
Jo Adell,LAA,0.226,25,72,0.29,0.459,3,0.323,105,0.244,0.233,0.252,0.063
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,84,0.239,0.13,0.099,0.071
Isiah Kiner-Falefa,PIT,0.269,1,33,0.307,0.336,15,0.285,79,0.32,0.067,0.157,0.042
Teoscar Hernandez,LAD,0.254,19,72,0.288,0.466,5,0.321,106,0.298,0.212,0.259,0.045
Jackson Holliday,BAL,0.248,14,45,0.3,0.385,11,0.3,92,0.3,0.137,0.23,0.06
Gavin Lux,CIN,0.282,4,45,0.362,0.381,1,0.331,108,0.373,0.099,0.235,0.111
Jasson Dominguez,NYY,0.253,9,38,0.329,0.387,19,0.315,101,0.336,0.134,0.276,0.1
Luis Arraez,SDP,0.288,6,46,0.323,0.391,5,0.311,102,0.284,0.104,0.028999999999999998,0.049
Yainer Diaz,HOU,0.252,17,53,0.28,0.42,1,0.3,91,0.267,0.167,0.16699999999999998,0.035
Carlos Santana,CLE,0.225,11,51,0.317,0.335,7,0.293,87,0.254,0.11,0.182,0.114
Lourdes Gurriel Jr.,ARI,0.244,15,62,0.294,0.407,10,0.303,92,0.253,0.163,0.139,0.06
Luis Garcia Jr.,WSN,0.26,9,51,0.299,0.401,9,0.302,92,0.283,0.141,0.147,0.054000000000000006
Spencer Steer,CIN,0.238,14,58,0.301,0.392,6,0.304,89,0.281,0.154,0.225,0.076
Christian Walker,HOU,0.234,16,65,0.3,0.393,1,0.303,93,0.29,0.159,0.263,0.07
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,80,0.267,0.164,0.258,0.051
Bryan Reynolds,PIT,0.244,13,61,0.302,0.401,3,0.306,93,0.317,0.156,0.272,0.073
Luis Rengifo,LAA,0.249,7,30,0.295,0.348,4,0.283,78,0.293,0.099,0.18600000000000003,0.055999999999999994
Trevor Larnach,MIN,0.241,16,49,0.314,0.41,2,0.315,101,0.277,0.169,0.21899999999999997,0.08900000000000001
Agustin Ramirez,MIA,0.234,17,55,0.284,0.434,7,0.308,95,0.252,0.201,0.191,0.062
Brooks Lee,MIN,0.244,11,44,0.286,0.371,2,0.287,82,0.272,0.126,0.18100000000000002,0.05
Josh Bell,WSN,0.228,15,43,0.325,0.39,0,0.317,102,0.245,0.162,0.175,0.115
Andrew McCutchen,PIT,0.243,11,41,0.33,0.377,1,0.312,98,0.294,0.134,0.21899999999999997,0.11199999999999999
Wilmer Flores,SFG,0.248,12,61,0.315,0.376,1,0.306,98,0.277,0.128,0.182,0.077
Brenton Doyle,COL,0.234,11,40,0.281,0.371,11,0.285,67,0.291,0.137,0.255,0.063
Jonathan India,KCR,0.237,7,38,0.323,0.347,0,0.301,88,0.277,0.11,0.16899999999999998,0.091
Nathaniel Lowe,WSN,0.216,16,68,0.292,0.373,1,0.293,86,0.267,0.157,0.265,0.096
Nick Castellanos,PHI,0.252,15,60,0.29,0.405,4,0.301,89,0.293,0.153,0.21600000000000003,0.047
Eric Wagaman,MIA,0.23,6,38,0.28,0.344,3,0.274,72,0.275,0.114,0.198,0.066
