Name,Team,PA,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Geraldo Perdomo,ARI,362,0.262,9,57,0.358,0.419,13,0.342,117,0.27,0.15699999999999997,0.11602209944751381,0.1298342541436464
Manny Machado,SDP,352,0.293,13,47,0.355,0.479,8,0.361,135,0.32,0.186,0.16193181818181818,0.09090909090909091
Isaac Paredes,HOU,346,0.258,17,47,0.361,0.471,0,0.365,137,0.267,0.21299999999999997,0.17052023121387283,0.12138728323699421
Kyle Schwarber,PHI,371,0.252,25,57,0.385,0.538,8,0.395,153,0.281,0.28600000000000003,0.2560646900269542,0.16172506738544473
Eugenio Suarez,ARI,332,0.257,25,68,0.325,0.564,1,0.377,141,0.27,0.30699999999999994,0.25903614457831325,0.06325301204819277
Matt Chapman,SFG,272,0.243,12,30,0.36,0.452,7,0.359,132,0.288,0.20900000000000002,0.23897058823529413,0.14705882352941177
Steven Kwan,CLE,342,0.295,6,25,0.358,0.419,11,0.342,122,0.309,0.124,0.0847953216374269,0.08187134502923976
Juan Soto,NYM,371,0.258,20,47,0.394,0.507,9,0.387,153,0.259,0.249,0.16711590296495957,0.18328840970350405
Gleyber Torres,DET,311,0.284,9,43,0.386,0.437,4,0.364,137,0.301,0.15300000000000002,0.12861736334405144,0.13504823151125403
Masyn Winn,STL,309,0.263,7,30,0.328,0.392,4,0.319,104,0.303,0.129,0.1779935275080906,0.08090614886731391
Ceddanne Rafaela,BOS,295,0.253,9,33,0.298,0.418,11,0.312,95,0.293,0.16499999999999998,0.2033898305084746,0.04745762711864407
Jonathan Aranda,TBR,308,0.325,10,44,0.406,0.496,0,0.394,159,0.41,0.17099999999999999,0.23376623376623376,0.10064935064935066
Freddie Freeman,LAD,306,0.312,10,43,0.386,0.509,0,0.383,147,0.368,0.197,0.19934640522875818,0.10130718954248366
Max Muncy,LAD,309,0.255,13,55,0.379,0.466,4,0.368,137,0.291,0.21100000000000002,0.22006472491909385,0.16181229773462782
Vladimir Guerrero Jr.,TOR,359,0.28,12,41,0.384,0.451,3,0.365,137,0.298,0.17099999999999999,0.13649025069637882,0.1309192200557103
Brendan Donovan,STL,337,0.297,6,31,0.366,0.427,3,0.347,123,0.329,0.13,0.13056379821958458,0.0830860534124629
Sal Frelick,MIL,332,0.3,5,34,0.359,0.401,15,0.337,116,0.335,0.10100000000000003,0.12650602409638553,0.07228915662650602
Nico Hoerner,CHC,330,0.293,3,35,0.336,0.384,15,0.319,104,0.306,0.09100000000000003,0.06666666666666667,0.051515151515151514
Rafael Devers,- - -,388,0.264,17,63,0.392,0.487,1,0.379,143,0.319,0.22299999999999998,0.23969072164948454,0.16494845360824742
Cody Bellinger,NYY,319,0.27,11,42,0.332,0.46,8,0.341,121,0.284,0.19,0.14733542319749215,0.0877742946708464
Jake Meyers,HOU,297,0.306,3,20,0.363,0.396,14,0.337,118,0.369,0.09000000000000002,0.17845117845117844,0.08080808080808081
Ryan O'Hearn,BAL,276,0.293,11,30,0.38,0.473,3,0.373,144,0.321,0.18,0.16666666666666666,0.10869565217391304
Junior Caminero,TBR,329,0.259,20,51,0.304,0.511,5,0.348,127,0.259,0.252,0.182370820668693,0.060790273556231005
Gunnar Henderson,BAL,323,0.275,9,25,0.347,0.436,9,0.34,121,0.35,0.16099999999999998,0.24458204334365324,0.09287925696594428
J.P. Crawford,SEA,349,0.277,6,30,0.386,0.373,5,0.344,128,0.333,0.09599999999999997,0.17765042979942694,0.14326647564469913
Brice Turang,MIL,347,0.289,5,35,0.361,0.38,17,0.331,112,0.362,0.09100000000000003,0.21613832853025935,0.1037463976945245
TJ Friedl,CIN,356,0.284,8,31,0.373,0.418,9,0.351,119,0.325,0.134,0.16292134831460675,0.1151685393258427
Otto Lopez,MIA,278,0.26,8,40,0.331,0.392,9,0.32,101,0.278,0.132,0.1366906474820144,0.08992805755395683
Michael Busch,CHC,292,0.273,14,49,0.363,0.512,4,0.378,145,0.315,0.239,0.2191780821917808,0.10616438356164383
Kyle Stowers,MIA,301,0.279,13,43,0.357,0.498,3,0.369,135,0.363,0.21899999999999997,0.2857142857142857,0.09966777408637874
Seiya Suzuki,CHC,355,0.258,22,69,0.313,0.54,2,0.361,133,0.289,0.28200000000000003,0.2647887323943662,0.07887323943661972
Josh Smith,TEX,284,0.281,7,21,0.353,0.419,8,0.339,120,0.322,0.13799999999999996,0.16901408450704225,0.09154929577464789
Randy Arozarena,SEA,356,0.241,8,33,0.357,0.395,15,0.336,123,0.325,0.15400000000000003,0.2696629213483146,0.1151685393258427
Mookie Betts,LAD,343,0.249,9,41,0.327,0.38,6,0.312,99,0.255,0.131,0.10204081632653061,0.10204081632653061
William Contreras,MIL,336,0.242,6,34,0.357,0.349,5,0.317,103,0.29,0.10699999999999998,0.19047619047619047,0.15476190476190477
Hunter Goodman,COL,310,0.287,14,48,0.332,0.512,1,0.363,119,0.356,0.22500000000000003,0.2645161290322581,0.054838709677419356
Yandy Diaz,TBR,347,0.291,13,47,0.346,0.472,3,0.353,130,0.306,0.181,0.138328530259366,0.07204610951008646
Brandon Lowe,TBR,323,0.275,18,49,0.325,0.49,2,0.352,130,0.314,0.21499999999999997,0.24148606811145512,0.06811145510835913
Trent Grisham,NYY,280,0.244,15,32,0.346,0.467,0,0.356,131,0.275,0.22300000000000003,0.2392857142857143,0.13214285714285715
Willson Contreras,STL,343,0.248,11,51,0.339,0.423,4,0.336,116,0.306,0.175,0.24198250728862974,0.08454810495626822
Austin Wells,NYY,258,0.214,11,45,0.275,0.424,3,0.3,92,0.236,0.21,0.24806201550387597,0.06589147286821706
Xander Bogaerts,SDP,327,0.251,5,30,0.327,0.362,13,0.304,96,0.286,0.11099999999999999,0.1620795107033639,0.10397553516819572
Brent Rooker,ATH,375,0.271,17,44,0.347,0.485,2,0.362,131,0.306,0.21399999999999997,0.20533333333333334,0.09866666666666667
Heliot Ramos,SFG,360,0.278,13,44,0.356,0.459,5,0.355,130,0.336,0.181,0.23333333333333334,0.08333333333333333
Cam Smith,HOU,266,0.276,7,33,0.35,0.427,4,0.343,122,0.366,0.15099999999999997,0.2669172932330827,0.08646616541353383
Brandon Nimmo,NYM,332,0.255,15,43,0.316,0.454,7,0.334,117,0.273,0.199,0.18674698795180722,0.07530120481927711
Lawrence Butler,ATH,355,0.248,11,32,0.315,0.427,13,0.325,105,0.321,0.179,0.27323943661971833,0.09014084507042254
Dansby Swanson,CHC,349,0.245,14,40,0.299,0.428,7,0.314,101,0.295,0.183,0.2607449856733524,0.07449856733524356
Jung Hoo Lee,SFG,340,0.243,6,34,0.315,0.398,6,0.313,101,0.258,0.15500000000000003,0.10882352941176471,0.08529411764705883
Victor Scott II,STL,280,0.244,4,28,0.33,0.339,22,0.303,93,0.335,0.09500000000000003,0.2714285714285714,0.08571428571428572
Wilyer Abreu,BOS,264,0.253,14,40,0.322,0.473,4,0.339,114,0.286,0.21999999999999997,0.24242424242424243,0.0946969696969697
Austin Riley,ATL,366,0.269,12,42,0.322,0.423,2,0.326,107,0.353,0.15399999999999997,0.2814207650273224,0.06557377049180328
Oneil Cruz,PIT,321,0.21,15,35,0.321,0.419,27,0.323,103,0.276,0.209,0.3364485981308411,0.13395638629283488
Jackson Chourio,MIL,374,0.254,13,50,0.286,0.442,15,0.314,100,0.287,0.188,0.20320855614973263,0.0427807486631016
Anthony Volpe,NYY,332,0.228,9,44,0.311,0.412,9,0.316,103,0.282,0.18399999999999997,0.25,0.10240963855421686
Josh Naylor,ARI,324,0.304,10,53,0.359,0.474,10,0.361,130,0.324,0.16999999999999998,0.12962962962962962,0.08024691358024691
Ben Rice,NYY,272,0.233,14,29,0.328,0.479,3,0.351,128,0.25,0.24599999999999997,0.21691176470588236,0.09191176470588236
Spencer Torkelson,DET,333,0.23,17,50,0.333,0.473,1,0.345,124,0.253,0.24299999999999997,0.24024024024024024,0.11711711711711711
Zach Neto,LAA,266,0.273,12,29,0.316,0.486,13,0.345,122,0.333,0.21299999999999997,0.2631578947368421,0.041353383458646614
Bo Bichette,TOR,379,0.272,11,49,0.311,0.427,4,0.321,106,0.301,0.15499999999999997,0.16094986807387862,0.05013192612137203
Jo Adell,LAA,270,0.243,18,43,0.316,0.498,3,0.353,128,0.255,0.255,0.23703703703703705,0.06666666666666667
Taylor Ward,LAA,348,0.216,20,57,0.287,0.481,1,0.327,110,0.234,0.265,0.27011494252873564,0.08908045977011494
Wyatt Langford,TEX,292,0.232,13,31,0.308,0.421,11,0.317,104,0.272,0.18899999999999997,0.2602739726027397,0.0958904109589041
Nolan Schanuel,LAA,339,0.271,7,32,0.363,0.404,3,0.338,117,0.296,0.133,0.12684365781710916,0.11209439528023599
Nolan Arenado,STL,330,0.249,10,41,0.309,0.399,1,0.307,96,0.251,0.15000000000000002,0.10303030303030303,0.07272727272727272
George Springer,TOR,302,0.265,11,40,0.36,0.462,9,0.358,132,0.304,0.197,0.2052980132450331,0.12582781456953643
Alec Burleson,STL,266,0.298,10,37,0.332,0.472,3,0.346,123,0.312,0.174,0.13533834586466165,0.05263157894736842
Gavin Sheets,SDP,300,0.268,13,49,0.327,0.471,1,0.344,123,0.299,0.20299999999999996,0.20333333333333334,0.07666666666666666
Paul Goldschmidt,NYY,326,0.282,8,32,0.346,0.422,5,0.334,116,0.326,0.14,0.17484662576687116,0.08282208588957055
Ian Happ,CHC,354,0.24,12,43,0.331,0.403,4,0.325,108,0.286,0.16300000000000003,0.23163841807909605,0.11864406779661017
Mike Yastrzemski,SFG,297,0.244,7,27,0.34,0.384,5,0.32,106,0.301,0.14,0.2222222222222222,0.12457912457912458
Ryan McMahon,COL,332,0.22,12,25,0.322,0.394,2,0.318,88,0.298,0.17400000000000002,0.31626506024096385,0.12951807228915663
Alec Bohm,PHI,338,0.279,7,37,0.32,0.39,2,0.312,96,0.32,0.11099999999999999,0.17159763313609466,0.05029585798816568
Adley Rutschman,BAL,276,0.227,8,20,0.319,0.372,0,0.309,99,0.247,0.145,0.16304347826086957,0.11594202898550725
Ke'Bryan Hayes,PIT,307,0.246,2,27,0.297,0.305,9,0.272,68,0.308,0.059,0.20195439739413681,0.05537459283387622
Christian Yelich,MIL,338,0.262,16,60,0.337,0.457,12,0.344,121,0.317,0.195,0.2603550295857988,0.09467455621301775
Miguel Vargas,CHW,334,0.229,10,34,0.311,0.411,4,0.318,103,0.253,0.18199999999999997,0.17664670658682635,0.09580838323353294
Lars Nootbaar,STL,350,0.227,11,35,0.334,0.381,4,0.319,104,0.268,0.154,0.22,0.12857142857142856
Carlos Correa,MIN,284,0.258,7,28,0.299,0.39,0,0.302,93,0.301,0.132,0.1936619718309859,0.056338028169014086
Marcell Ozuna,ATL,351,0.247,11,40,0.373,0.397,0,0.344,119,0.303,0.15000000000000002,0.2336182336182336,0.16524216524216523
Jackson Holliday,BAL,319,0.259,10,33,0.31,0.414,9,0.318,105,0.318,0.15499999999999997,0.23824451410658307,0.05642633228840126
Gabriel Arias,CLE,281,0.231,6,31,0.293,0.369,3,0.293,88,0.325,0.13799999999999998,0.31316725978647686,0.06405693950177936
Bryson Stott,PHI,309,0.244,5,34,0.312,0.341,12,0.293,83,0.286,0.09700000000000003,0.1779935275080906,0.08737864077669903
Marcus Semien,TEX,340,0.229,7,35,0.303,0.339,6,0.287,83,0.264,0.11000000000000001,0.18823529411764706,0.09411764705882353
Willy Adames,SFG,354,0.209,9,36,0.297,0.34,4,0.284,81,0.263,0.13100000000000003,0.2655367231638418,0.11299435028248588
Jordan Beck,COL,294,0.26,10,28,0.32,0.461,9,0.338,102,0.337,0.201,0.2789115646258503,0.07142857142857142
Kerry Carpenter,DET,280,0.257,16,32,0.285,0.494,1,0.334,116,0.274,0.237,0.21428571428571427,0.025
Rhys Hoskins,MIL,308,0.238,12,41,0.334,0.418,2,0.328,110,0.291,0.18,0.2694805194805195,0.11688311688311688
Jarren Duran,BOS,386,0.252,5,38,0.309,0.402,15,0.311,94,0.326,0.15000000000000002,0.23834196891191708,0.06217616580310881
Josh Jung,TEX,292,0.241,8,35,0.288,0.372,4,0.291,86,0.297,0.131,0.24315068493150685,0.0547945205479452
Matt McLain,CIN,299,0.206,9,28,0.299,0.336,11,0.287,76,0.265,0.13000000000000003,0.2809364548494983,0.10033444816053512
Tyler Soderstrom,ATH,351,0.252,14,47,0.336,0.43,5,0.336,113,0.298,0.178,0.2336182336182336,0.10256410256410256
Jose Altuve,HOU,342,0.26,13,36,0.319,0.418,6,0.32,106,0.28,0.15799999999999997,0.1695906432748538,0.07894736842105263
Ty France,MIN,326,0.263,6,42,0.325,0.374,1,0.312,100,0.299,0.11099999999999999,0.15644171779141106,0.04294478527607362
Xavier Edwards,MIA,301,0.283,0,19,0.358,0.325,14,0.309,94,0.339,0.04200000000000004,0.15282392026578073,0.10299003322259136
Teoscar Hernandez,LAD,283,0.259,14,53,0.294,0.481,5,0.333,113,0.294,0.22199999999999998,0.23674911660777384,0.045936395759717315
Vinnie Pasquantino,KCR,349,0.27,12,47,0.33,0.417,1,0.326,106,0.294,0.14699999999999996,0.16045845272206305,0.07163323782234957
Jasson Dominguez,NYY,260,0.249,6,27,0.335,0.387,12,0.32,106,0.338,0.138,0.28846153846153844,0.11538461538461539
Cedric Mullins,BAL,272,0.213,12,39,0.295,0.413,8,0.31,100,0.242,0.19999999999999998,0.2536764705882353,0.09926470588235294
Carlos Santana,CLE,310,0.232,9,37,0.329,0.356,4,0.308,98,0.264,0.12399999999999997,0.1935483870967742,0.11935483870967742
J.T. Realmuto,PHI,283,0.24,5,28,0.307,0.353,5,0.294,84,0.306,0.11299999999999999,0.23674911660777384,0.0812720848056537
Trevor Story,BOS,331,0.234,11,43,0.276,0.365,13,0.283,75,0.307,0.13099999999999998,0.2990936555891239,0.045317220543806644
Andrew McCutchen,PIT,300,0.266,8,31,0.342,0.407,1,0.33,108,0.316,0.14099999999999996,0.20666666666666667,0.1
Trevor Larnach,MIN,325,0.253,12,39,0.321,0.425,2,0.326,109,0.292,0.172,0.2153846153846154,0.08307692307692308
Kyle Manzardo,CLE,269,0.222,13,33,0.297,0.448,1,0.321,108,0.252,0.226,0.26022304832713755,0.09293680297397769
Spencer Steer,CIN,307,0.254,9,32,0.306,0.401,6,0.311,92,0.317,0.14700000000000002,0.250814332247557,0.06840390879478828
Joey Ortiz,MIL,289,0.21,5,21,0.271,0.298,9,0.257,62,0.237,0.088,0.15916955017301038,0.0657439446366782
Gavin Lux,CIN,276,0.272,4,37,0.359,0.391,1,0.335,108,0.356,0.119,0.23550724637681159,0.11956521739130435
Lourdes Gurriel Jr.,ARI,327,0.25,10,41,0.297,0.407,7,0.306,93,0.26,0.15699999999999997,0.13761467889908258,0.05504587155963303
Ozzie Albies,ATL,354,0.223,6,28,0.297,0.321,7,0.279,74,0.253,0.098,0.16101694915254236,0.08757062146892655
Luis Garcia Jr.,WSN,294,0.266,7,39,0.306,0.413,7,0.312,99,0.284,0.14699999999999996,0.1360544217687075,0.05442176870748299
Wilmer Flores,SFG,316,0.244,11,55,0.32,0.389,1,0.315,102,0.267,0.14500000000000002,0.17721518987341772,0.08544303797468354
Max Kepler,PHI,281,0.207,9,28,0.302,0.374,0,0.3,88,0.233,0.167,0.20640569395017794,0.1103202846975089
Adolis Garcia,TEX,312,0.222,9,42,0.269,0.377,7,0.281,79,0.267,0.155,0.2564102564102564,0.057692307692307696
Yainer Diaz,HOU,294,0.242,10,34,0.272,0.388,0,0.288,84,0.265,0.14600000000000002,0.18027210884353742,0.034013605442176874
Nick Castellanos,PHI,341,0.282,9,44,0.323,0.443,2,0.332,110,0.329,0.16100000000000003,0.19941348973607037,0.05278592375366569
Bryan Reynolds,PIT,344,0.239,10,45,0.305,0.4,3,0.308,93,0.296,0.16100000000000003,0.25290697674418605,0.08430232558139535
Luis Robert Jr.,CHW,285,0.185,8,32,0.27,0.313,22,0.261,63,0.245,0.128,0.3087719298245614,0.10175438596491228
Luis Arraez,SDP,337,0.283,4,31,0.315,0.401,3,0.313,102,0.278,0.11800000000000005,0.020771513353115726,0.04451038575667656
Nathaniel Lowe,WSN,352,0.232,13,54,0.298,0.398,1,0.306,94,0.285,0.166,0.26704545454545453,0.08522727272727272
Salvador Perez,KCR,329,0.234,9,43,0.277,0.386,0,0.287,79,0.273,0.152,0.20972644376899696,0.0486322188449848
Christian Walker,HOU,335,0.213,10,37,0.278,0.357,0,0.281,79,0.27,0.144,0.27761194029850744,0.06865671641791045
Michael Harris II,ATL,326,0.212,6,43,0.238,0.32,11,0.242,50,0.249,0.10800000000000001,0.2085889570552147,0.03067484662576687
Jonathan India,KCR,328,0.246,4,23,0.32,0.341,0,0.298,86,0.28,0.09500000000000003,0.14634146341463414,0.09146341463414634
Eric Wagaman,MIA,312,0.251,5,33,0.288,0.375,2,0.289,80,0.296,0.124,0.19230769230769232,0.05448717948717949
Jorge Soler,LAA,265,0.207,8,26,0.28,0.35,0,0.281,77,0.27,0.143,0.2981132075471698,0.0830188679245283
Luis Rengifo,LAA,282,0.229,4,19,0.274,0.317,2,0.263,65,0.264,0.088,0.1702127659574468,0.05673758865248227
Michael Conforto,LAD,267,0.173,6,17,0.3,0.302,1,0.279,76,0.21,0.129,0.23595505617977527,0.12734082397003746
Josh Bell,WSN,282,0.196,11,31,0.284,0.356,0,0.284,80,0.199,0.15999999999999998,0.17375886524822695,0.09929078014184398
Brenton Doyle,COL,296,0.193,6,27,0.247,0.314,8,0.248,41,0.24,0.121,0.25,0.06756756756756757
Michael Toglia,COL,262,0.201,9,28,0.263,0.372,3,0.275,60,0.3,0.17099999999999999,0.3893129770992366,0.07633587786259542
